시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
대전광역시,서구,래미안어린이집,민간,정상,35297,"대전광역시 서구 가장로 106 관리동 1층 (가장동, 삼성래미안아파트)",042-538-8404,042-538-8404,4,128,0,5,5,27,10,36.33370312,127.3843091,미운영,https://cafe.naver.com/remiankinder,2004-02-18,,,
대전광역시,서구,소야어린이집,사회복지법인,정상,35415,대전광역시 서구 유등로43번길 6-13 (복수동),042-584-2662,042-584-2664,9,295,2,16,19,79,47,36.29796673,127.3809761,운영,http://cafe.daum.net/soya040211,2004-02-11,,,
대전광역시,서구,깨비나라어린이집,가정,폐지,35275,대전광역시 서구 계룡로342번길 22-7 (갈마동),042-524-8571,042-524-8571,5,96,0,5,0,20,0,36.35284673,127.3662595,미운영,,2004-02-09,,,2022-09-02
대전광역시,중구,둥근별어린이집,민간,폐지,34991,대전광역시 중구 문화로126번길 7 (문화동),042-586-7020,042-586-7021,6,340,1,11,0,49,0,36.3123956,127.4000412,운영,,2004-02-06,,,2022-04-11
대전광역시,중구,아림어린이집,가정,정상,34990,"대전광역시 중구 보문산로 31 103동 108호(산성동, 한밭가든아파트)",042-345-6786,--,4,84,0,4,9,20,14,36.306151140689394,127.38490611550466,운영,,2004-02-03,,,
대전광역시,서구,은아영재어린이집,민간,정상,35393,대전광역시 서구 정림로77번길 51 (정림동),042-541-3637,042-541-0222,8,378,2,15,1,80,0,36.30602157,127.3630298,미운영,http://acekid.net/Danche2/Intro.asp?DancheIdx=32267,2004-02-01,,,
대전광역시,중구,유천딩동댕어린이집,민간,폐지,34900,대전광역시 중구 유천로86번길 22-2 (유천동),042-533-0992,--,4,145,1,6,0,45,0,36.32030822,127.3981786,운영,,2004-01-28,,,2019-12-10
대전광역시,중구,나클래어린이집,가정,폐지,34818,"대전광역시 중구 목동로 37 115동 106호(목동, 목양마을대아아이투빌아파트)",042-341-7707,042-341-7707,4,84,0,4,0,20,0,36.33457205,127.4056991,미운영,,2004-01-28,,,2026-03-13
대전광역시,서구,미키미니어린이집,가정,폐지,35386,"대전광역시 서구 가수원로 72 104동 103호 (가수원동, 은아아파트1단지)",042-542-3575,042-542-3575,3,102,0,4,0,19,0,36.30409906,127.3507707,운영,ssnta27@hanmail.net,2004-01-20,,,2025-11-01
대전광역시,서구,해피맘어린이집,가정,휴지,35201,"대전광역시 서구 만년로 45 101동 108호 (만년동, 초원아파트)",042-352-5644,--,3,55,0,4,0,14,0,36.36812296,127.3783057,미운영,,2004-01-19,2026-03-27,2027-03-26,
대전광역시,중구,파랑새어린이집,민간,폐지,34973,대전광역시 중구 계백로1584번길 35 (유천동),042-584-9656,042-584-9657,6,218,1,10,0,70,0,36.31643618,127.3968709,운영,,2004-01-05,,,2021-03-12
대전광역시,대덕구,대덕종합사회복지관어린이집,국공립,폐지,34331,대전광역시 대덕구 덕암로234번길 44 (덕암동),042-936-5333,042-931-5334,5,173,1,11,0,57,0,36.44015299,127.4268775,운영,ciub.catolic.or.kr.caritas,2004-01-01,,,2022-11-01
대전광역시,유성구,원내어린이집,민간,폐지,34230,대전광역시 유성구 진잠로70번길 11 (원내동),042-545-1783,042-545-1783,4,121,0,4,0,31,0,36.29810163,127.3168703,운영,hyyp://cafe.naver.com/5451783,2003-12-24,,,2019-03-12
대전광역시,유성구,새콤달콤어린이집,가정,정상,34231,"대전광역시 유성구 진잠로42번길 30 101동 106호(원내동, 한아름아파트)",042-545-9414,042-545-9414,4,85,0,5,6,20,12,36.29457803406653,127.31778307406866,운영,,2003-12-24,,,
대전광역시,중구,하바패밀리키즈어린이집,가정,폐지,34890,"대전광역시 중구 태평로 15 117동 102호(태평동, 버드내마을1단지아파트)",042-525-5730,042-525-5730,4,130,0,0,0,20,0,36.31802,127.39134,미운영,,2003-12-15,,,2018-07-18
대전광역시,중구,아이사랑어린이집,가정,폐지,34818,"대전광역시 중구 목동로 37 108동 105호(목동, 목양마을아파트)",042-335-7506,--,1,84,0,4,0,18,0,36.33457205,127.4056991,미운영,,2003-12-15,,,2017-06-30
대전광역시,동구,열매어린이집,민간,폐지,34565,대전광역시 동구 대전천북로 136 (삼성동),042-637-2233,042-637-2277,5,133,0,9,0,45,0,36.34119565,127.4150854,운영,www.kid1004.or.kr,2003-12-12,,,2022-12-31
대전광역시,중구,선화어린이집,민간,폐지,34848,대전광역시 중구 동서대로1404번길 62 (선화동),042-226-1134,042-226-1179,4,113,1,0,0,27,0,36.33176959,127.4147348,운영,,2003-12-06,,,2018-04-30
대전광역시,유성구,맑은내어린이집,민간,폐지,34167,대전광역시 유성구 문화원로38번길 13 (궁동),042-822-8026,--,4,235,2,4,0,39,0,36.35974694,127.3401758,운영,,2003-11-27,,,2022-03-28
대전광역시,중구,어깨동무어린이집,민간,재개,34811,대전광역시 중구 목동로76번길 56 중촌동,042-331-5454,--,4,164,0,9,16,24,24,36.33778908,127.4081588,운영,,2003-11-18,,,
대전광역시,서구,시우어린이집,민간,폐지,35292,대전광역시 서구 괴정로 98 (괴정동),042-527-3868,--,6,121,0,6,0,39,0,36.33780839,127.3791003,미운영,,2003-11-13,,,2020-05-18
대전광역시,유성구,대덕밸리어린이집,민간,폐지,34053,"대전광역시 유성구 전민로 71 (전민동, 삼성푸른아파트)",042-862-6677,042-862-6655,7,281,1,10,0,87,0,36.39902586,127.398793,미운영,,2003-11-03,,,2026-02-27
대전광역시,중구,목양어린이집,가정,정상,34818,"대전광역시 중구 목동로 37 110동 101호(목동, 목양마을대아아이투빌아파트)",042-222-7486,042-222-7486,4,135,0,5,9,20,17,36.33457205,127.4056991,미운영,,2003-10-28,,,
대전광역시,중구,딩동댕어린이집,가정,폐지,34818,"대전광역시 중구 목동로 37 116동 101호(목동, 목양마을대아아이투빌아파트)",042-345-3878,042-345-3878,4,84,0,5,0,20,0,36.33457205,127.4056991,미운영,,2003-10-20,,,2021-02-26
대전광역시,중구,도담도담어린이집,가정,폐지,34818,"대전광역시 중구 목동로 37 107동 104호(목동, 목양마을대아아이투빌아파트)",042-345-3840,042-345-3840,4,58,0,4,0,19,0,36.33457205,127.4056991,미운영,,2003-10-16,,,2023-02-28
대전광역시,중구,해바라기어린이집,민간,재개,34818,대전광역시 중구 목동로 37 해바라기어린이집,042-226-4242,--,4,243,0,6,1,49,0,36.33457205,127.4056991,운영,,2003-10-14,,,
대전광역시,서구,해바라기어린이집,가정,폐지,35265,"대전광역시 서구 대덕대로 150 116동 102호 (갈마동, 큰마을아파트)",042-535-1658,--,4,102,0,0,0,20,0,36.34507,127.37692,미운영,,2003-10-13,,,2016-03-28
대전광역시,유성구,새봄어린이집,가정,폐지,34011,"대전광역시 유성구 구즉로 25 308동 104호(송강동, 송강그린아파트)",042-935-5278,--,3,84,2,4,0,19,0,36.432846,127.3819,미운영,,2003-10-04,,,2023-03-24
대전광역시,중구,단비 어린이집,민간,폐지,301805,대전 중구 대흥동 370-20 ,042-253-2733,--,4,123,0,0,0,29,0,,,,,2003-09-23,,,2010-11-23
대전광역시,중구,까꿍어린이집,민간,폐지,35008,대전광역시 중구 보문산로171번길 30-9 ,042-582-8382,042-582-8385,9,291,0,13,0,49,0,36.30728884,127.3996271,운영,,2003-09-19,,,2021-02-26
대전광역시,동구,동화몬테소리어린이집,가정,폐지,34583,"대전광역시 동구 계족로368번길 11 205동 104호(성남동, 효촌마을아파트)",042-331-5252,--,4,105,0,0,0,19,0,36.34550502,127.4346683,운영,smddls25@hamail.net,2003-09-17,,,2015-09-18
대전광역시,서구,반지어린이집,민간,폐지,35231,대전광역시 서구 계룡로 379-25 (갈마동),042-487-3443,042-487-3443,6,270,1,10,0,34,0,36.35313405,127.3713445,운영,,2003-09-01,,,2021-02-28
대전광역시,동구,에디슨어린이집,가정,폐지,34583,"대전광역시 동구 계족로368번길 11 203동 101호(성남동, 효촌마을아파트)",042-347-7788,042-331-7900,4,85,0,4,0,20,0,36.34550502,127.4346683,미운영,club.cyworld.com/edison7788,2003-08-27,,,2017-03-17
대전광역시,동구,꿈꾸는 어린이집,가정,폐지,34583,"대전광역시 동구 계족로368번길 11 210동 101호(성남동, 효촌마을아파트)",042-621-1711,042-621-1711,3,85,0,5,0,14,0,36.34550502,127.4346683,미운영,,2003-08-14,,,2018-04-30
대전광역시,유성구,아이세상어린이집,민간,폐지,34107,대전광역시 유성구 신성로61번안길 52 (신성동),042-862-4415,--,3,131,0,0,0,24,0,36.39153595,127.3498114,운영,,2003-08-07,,,2018-03-09
대전광역시,서구,사과나무어린이집,민간,폐지,35301,대전광역시 서구 괴정로149번길 47 (용문동),042-527-8004,042-527-8004,7,173,1,14,0,62,0,36.33700638,127.3899698,운영,,2003-08-02,,,2022-06-09
대전광역시,동구,한사랑어린이집,민간,폐지,34535,대전광역시 동구 우암로311번길 24 (가양동),042-635-8415,042-637-8415,4,68,0,7,0,21,0,36.34838303,127.4494093,운영,,2003-07-04,,,2026-03-31
대전광역시,동구,푸른숲어린이집,가정,폐지,34660,"대전광역시 동구 용운로 80 302동 102호(용운동, 용방마을아파트)",042-286-1105,042-286-1105,3,40,0,3,0,14,0,36.32648977,127.4525215,미운영,,2003-07-04,,,2021-03-24
대전광역시,서구,튼튼어린이집,가정,폐지,35234,"대전광역시 서구 둔산남로 15 109동 109호 (둔산동, 은하수아파트)",042-484-7280,042-484-7280,3,100,0,0,0,20,0,36.35433442,127.4027791,미운영,ttbaby@hanmail,2003-07-01,,,2016-06-16
대전광역시,유성구,별그린어린이집,민간,정상,34090,"대전광역시 유성구 은구비남로 56 (노은동, 열매마을9단지아파트 관리동)",042-823-0985,042-823-0985,3,128,0,5,7,30,13,36.37155574,127.3218041,미운영,bangwool9257@hanmail.net,2003-06-12,,,
대전광역시,동구,용방어린이집,민간,폐지,300821,대전 동구 용운동 460번지 ,042-286-5500,042-286-5600,0,248,0,0,0,104,0,,,,www.kidlove.kg.kr,2003-06-09,,,2010-01-08
대전광역시,유성구,W&F어린이집,민간,폐지,305810,대전 유성구 전민동 287-9 ,042-861-1999,--,0,0,0,0,0,98,0,,,,,2003-05-30,,,2008-06-30
대전광역시,중구,유천어린이집,민간,폐지,34984,대전광역시 중구 문화로105번길 39 (유천동),042-584-8866,042-584-8166,5,134,0,0,0,29,0,36.31399345,127.3966258,운영,,2003-05-22,,,2017-03-24
대전광역시,중구,비비아이 어린이집,민간,폐지,34887,대전광역시 중구 태평로26번길 63 (유천동),042-535-1446,--,4,154,0,4,0,32,0,36.32008684,127.3957413,운영,,2003-05-19,,,2017-11-10
대전광역시,서구,해바라기어린이집,가정,폐지,35397,"대전광역시 서구 정림로 55 116동 105호 (정림동, 우성아파트)",042-365-8500,042-365-8500,4,84,0,5,0,20,0,36.30489703,127.364256,운영,,2003-05-15,,,2025-03-18
대전광역시,동구,동부어린이집,민간,폐지,34574,대전광역시 동구 동서대로1730번길 13 (가양동),042-625-5665,042-625-5641,5,81,0,10,0,29,0,36.34944446,127.442169,운영,,2003-05-12,,,2026-03-31
대전광역시,동구,효촌마을어린이집,민간,폐지,34583,대전광역시 동구 계족로368번길 11 효촌마을아파트단지내어린이집 (성남동),042-627-6060,042-349-6060,4,144,0,5,0,33,0,36.34559437,127.434505,운영,,2003-05-12,,,2022-03-01
대전광역시,동구,해달별어린이집,민간,폐지,34635,"대전광역시 동구 대전로 664 (현대아파트, 인동)",042-271-5593,042-284-5593,4,86,2,5,0,29,0,36.319666,127.4399824,운영,,2003-05-12,,,2021-03-23
대전광역시,서구,푸른한양어린이집,가정,폐지,35251,"대전광역시 서구 문정로 131 4동 101호 (탄방동, 공작한양아파트)",042-364-1108,--,3,105,0,4,0,20,0,36.3478838,127.3939246,미운영,,2003-05-02,,,2021-02-28
대전광역시,서구,보라어린이집,국공립,정상,35396,대전광역시 서구 계백로1286번길 86 (정림동),042-584-4459,042-367-4459,3,101,0,13,15,20,20,36.30418184,127.3668795,운영,www.jlswc.or.kr,2003-04-30,,,
대전광역시,유성구,우리아이어린이집,가정,폐지,34010,"대전광역시 유성구 구즉로 16 114동 101호(송강동, 한마을아파트)",042-934-2347,--,4,85,0,4,0,16,0,36.42477195,127.3826453,미운영,,2003-03-19,,,2017-03-17
대전광역시,서구,대전광역시갈마하나어린이집,국공립,정상,35276,대전광역시 서구 신갈마로195번길 51 (갈마동),042-521-0835,042-521-0837,11,338,1,16,21,67,67,36.35051112,127.3649794,미운영,,2003-03-14,,,
대전광역시,서구,한우리어린이집,민간,폐지,35317,대전광역시 서구 중반3길 59 (변동),042-531-0016,--,9,236,1,0,0,75,0,36.32615554,127.3831545,운영,http://cafe.daum.net/hanwouri,2003-03-14,,,2014-11-03
대전광역시,서구,재미나어린이집,가정,정상,35398,"대전광역시 서구 정림로 11 103동 107호 (정림동, 늘푸른아파트)",042-584-7829,042-584-7829,3,79,0,4,5,15,3,36.30150472,127.3657822,미운영,,2003-03-04,,,
대전광역시,서구,하늘빛어린이집,가정,폐지,35390,대전광역시 서구 가수원중로57번길 56 (가수원동),042-541-5006,042-545-1569,4,71,0,4,0,20,0,36.29800707865241,127.35340896077498,운영,ukl408@hanmail.net,2003-03-03,,,2024-03-28
대전광역시,서구,아이조아어린이집,가정,폐지,35397,"대전광역시 서구 정림로 55 109동 103호 (정림동, 우성아파트)",042-382-2379,--,4,79,0,4,0,20,0,36.30489703,127.364256,운영,http://cafe.daum.net/3822379,2003-03-03,,,2020-06-02
대전광역시,유성구,드림월드어린이집,민간,폐지,34166,"대전광역시 유성구 문화원로 13 (장대동, 드림월드아파트 관리동)",042-331-2909,042-822-2909,4,126,0,8,0,28,0,36.36258545,127.3384748,미운영,,2003-03-03,,,2022-03-02
대전광역시,대덕구,하은가정어린이집,가정,폐지,34379,"대전광역시 대덕구 한밭대로1033번길 15 7동 103호(오정동, 신동아아파트)",042-625-7501,--,3,105,0,0,0,12,0,36.36003979,127.411966,미운영,,2003-03-03,,,2015-08-03
대전광역시,서구,키즈짱어린이집,민간,폐지,35358,"대전광역시 서구 관저북로 87 관리사무소 (관저동, 원앙마을1단지아파트)",042-545-1888,--,3,100,0,5,0,23,0,36.309538,127.3363108,미운영,,2003-03-02,,,2025-09-15
대전광역시,서구,누리어린이집,가정,정상,35218,"대전광역시 서구 청사로 70 116동 108호 (월평동, 누리아파트)",042-487-0480,--,2,99,0,3,2,18,0,36.35889126,127.3713594,미운영,http://blog.naver.com/nuri108,2003-03-01,,,
대전광역시,유성구,놀이생각어린이집,가정,폐지,34230,대전광역시 유성구 진잠로78번길 30 (원내동),042-543-8844,042-543-8844,4,75,0,4,0,20,0,36.29884872,127.3176509,운영,,2003-03-01,,,2023-03-31
대전광역시,유성구,아기천사어린이집,가정,폐지,34232,"대전광역시 유성구 진잠로42번길 88 204동 101호(원내동, 진잠타운아파트)",042-545-7150,--,3,35,0,4,0,12,0,36.2971143,127.3210618,미운영,,2003-02-27,,,2024-05-20
대전광역시,유성구,온누리어린이집,가정,폐지,34049,"대전광역시 유성구 엑스포로 448 403동 104호(전민동, 엑스포아파트)",042-861-9070,042-861-9070,4,85,0,0,0,20,0,36.40001075,127.4003752,미운영,,2003-02-26,,,2016-04-20
대전광역시,유성구,별초롱어린이집,민간,폐지,34117,대전광역시 유성구 신성로58번길 60 (신성동),042-863-8898,042-863-8893,4,75,0,6,0,24,0,36.38681362,127.3490103,운영,,2003-02-25,,,2023-06-09
대전광역시,중구,성문어린이집,민간,정상,35004,대전광역시 중구 송리로20번길 13 (문화동),042-585-7154,--,6,305,1,9,5,67,3,36.30783666,127.4022965,운영,,2003-02-21,,,
대전광역시,서구,사랑별어린이집,가정,폐지,35297,"대전광역시 서구 가장로 107 202동 101호 (가장동, 삼성래미안아파트)",042-369-3869,--,4,126,0,4,0,20,0,36.334853028312494,127.38539477961603,미운영,,2003-02-17,,,2023-12-28
대전광역시,중구,태평양 어린이집,민간,휴지,34884,대전광역시 중구 동서대로1186번길 7 (태평동),070-8777-7529,042-369-7529,7,317,1,13,0,111,0,36.32621953,127.3917724,미운영,,2003-02-14,2025-08-27,2026-08-26,
대전광역시,동구,새싹어린이집,가정,폐지,300805,대전 동구 가양1동 445-13 ,042-624-3831,--,0,0,0,0,0,16,0,,,,,2003-02-11,,,2009-05-25
대전광역시,서구,꼬마숲어린이집,가정,폐지,35251,"대전광역시 서구 문정로 131 9동 106호 (탄방동, 공작한양아파트)",042-483-6788,--,3,102,0,4,0,20,0,36.3478838,127.3939246,운영,,2003-02-11,,,2018-03-27
대전광역시,서구,서구청직장어린이집,직장,정상,35238,대전광역시 서구 둔산서로 100 서구청사내 (둔산동),042-471-7056,042-471-7055,4,182,1,16,14,53,41,36.355005,127.3837971,미운영,http://cafe.daum.net/seogukid,2003-02-04,,,
대전광역시,서구,선화어린이집,민간,폐지,35331,대전광역시 서구 도마6길 148 (도마동),042-532-9155,042-532-9155,4,99,0,0,0,26,0,36.31749384,127.3809242,운영,,2003-02-03,,,2016-01-26
대전광역시,중구,새로핀어린이집,가정,폐지,35009,"대전광역시 중구 보문산로161번길 56 106동 101호(문화동, 삼성푸른아파트)",042-286-6700,042-286-6700,4,63,1,5,0,18,0,36.30836918,127.3979608,운영,,2003-01-22,,,2019-03-15
대전광역시,유성구,장대어린이집,사회복지법인,휴지,34172,대전광역시 유성구 유성대로736번길 44 (장대동),042-822-2303,042-823-1239,10,225,2,15,0,49,0,36.35826265,127.3359543,미운영,,2003-01-20,2026-03-17,2027-03-16,
대전광역시,서구,꼬마정원어린이집,민간,폐지,35381,대전광역시 서구 관저로 184 느리울아파트12단지 관리동 (관저동),042-361-3379,042-365-3380,4,151,2,5,0,27,0,36.29785733,127.3420902,미운영,,2003-01-16,,,2022-03-01
대전광역시,중구,아이캔어린이집,가정,폐지,34989,대전광역시 중구 보문산로35번길 36-2 ,042-586-7146,042-586-5341,3,93,0,4,0,20,0,36.30587942,127.3856381,운영,,2003-01-09,,,2020-07-14
대전광역시,유성구,즐거운청솔어린이집,가정,폐지,34008,"대전광역시 유성구 송강로42번길 61 511동 101호(송강동, 청솔아파트)",042-933-8713,042-933-8713,3,85,0,4,0,19,0,36.43562253,127.3827712,미운영,,2003-01-08,,,2021-04-16
대전광역시,서구,킨더브레인스쿨어린이집,민간,폐지,302845,대전 서구 용문동 277-17 ,042-528-1300,--,0,61,0,0,0,26,0,,,,,2003-01-02,,,2009-10-19
대전광역시,동구,숲향기어린이집,민간,폐지,34660,대전광역시 동구 용운로 124-14 (용운동),042-272-3762,042-283-2367,8,290,1,9,0,85,0,36.32730448,127.4556746,운영,,2002-12-30,,,2020-12-30
대전광역시,서구,엔젤궁어린이집,가정,폐지,35381,"대전광역시 서구 관저로 184 1201동 105호 (관저동, 느리울마을아파트12단지)",042-369-1407,042-369-1407,3,54,0,4,0,17,0,36.29785733,127.3420902,미운영,kkjkjw@hanmail.net,2002-12-30,,,2021-04-02
대전광역시,동구,혜원어린이집,민간,폐지,34576,대전광역시 동구 합내로 48 (가양동),042-635-3804,042-637-3804,8,413,1,15,0,106,0,36.34734607,127.4405641,운영,,2002-12-27,,,2023-06-29
대전광역시,서구,키즈모드니어린이집,민간,정상,35384,"대전광역시 서구 관저동로 42 주민복지관 1층 (관저동, 느리울마을아파트13단지)",042-542-9992,070-7747-9992,4,158,0,4,11,37,19,36.2963236,127.3426186,운영,,2002-12-27,,,
대전광역시,서구,애플키즈어린이집,가정,폐지,35379,"대전광역시 서구 관저동로90번길 47 1108동 104호 (관저동, 느리울마을아파트11단지)",042-544-5369,042-544-5369,4,40,0,0,0,15,0,36.30227519703294,127.34347484892925,미운영,,2002-12-26,,,2015-10-12
대전광역시,유성구,사랑향기어린이집,가정,정상,34049,"대전광역시 유성구 엑스포로 448 502동 102호(전민동, 엑스포아파트)",042-385-5454,042-385-5454,4,157,0,5,7,20,20,36.40001075,127.4003752,미운영,,2002-12-26,,,
대전광역시,서구,소화어린이집,가정,정상,35212,"대전광역시 서구 청사서로 65 101동 107호 (월평동, 한아름아파트)",042-485-6193,--,3,120,0,4,7,20,16,36.363370774047084,127.37604219460073,미운영,,2002-12-24,,,
대전광역시,서구,요정어린이집,가정,폐지,35381,"대전광역시 서구 관저로 184 1201동 104호 (관저동, 느리울마을아파트12단지)",042-543-1488,042-543-1488,3,99,0,0,0,17,0,36.29785733,127.3420902,미운영,,2002-12-17,,,2015-11-13
대전광역시,유성구,노은예그리나어린이집,민간,폐지,34080,"대전광역시 유성구 노은서로 222 (지족동, 열매마을1단지아파트내)",042-384-7575,042-384-7575,2,87,1,4,0,23,0,36.37912506,127.3167141,미운영,,2002-12-11,,,2026-04-29
대전광역시,유성구,메이플트리어린이집,민간,정상,34165,"대전광역시 유성구 유성대로783번길 38 장대동, 월드컵패밀리아파트 관리동",042-822-5835,042-822-5835,3,76,1,7,9,25,18,36.36370117,127.336034,운영,,2002-11-29,,,
대전광역시,동구,와이즈런어린이집,가정,재개,34544,대전광역시 동구 계족로457번길 38-9 1층 (용전동),042-635-3255,042-623-9300,3,52,0,4,5,19,3,36.35312760474198,127.43013244559782,미운영,nerlang42@hanmail.net,2002-11-22,,,
대전광역시,중구,작은나무어린이집,가정,폐지,34895,"대전광역시 중구 평촌로 111 106동 105호(태평동, 태평아파트)",042-525-3693,042-525-3693,4,84,0,4,0,20,0,36.32390155,127.3992636,운영,,2002-11-21,,,2020-03-13
대전광역시,서구,이비에스딩동댕어린이집,민간,폐지,35213,"대전광역시 서구 청사서로 70 (월평동, 무궁화아파트)",042-471-7751,042-471-7951,7,450,2,9,0,98,0,36.36373598,127.3778358,운영,,2002-11-08,,,2020-01-08
대전광역시,서구,다운어린이집,가정,폐지,35201,"대전광역시 서구 만년로 45 107동 102호 (만년동, 초원아파트)",042-482-9147,042-482-9147,3,76,0,4,0,14,0,36.36812296,127.3783057,미운영,,2002-11-06,,,2022-02-17
대전광역시,중구,아이또래어린이집,민간,정상,35038,대전광역시 중구 대전천서로 117 (호동),042-272-2492,042-271-5362,6,266,0,10,8,36,17,36.30567063,127.4495282,운영,,2002-11-05,,,
대전광역시,유성구,피카소어린이집,가정,폐지,34090,"대전광역시 유성구 은구비남로 56 902동 101호(노은동, 열매마을9단지아파트)",042-477-0860,042-385-0860,4,85,1,4,0,20,0,36.37080217,127.3194024,미운영,,2002-11-01,,,2019-01-22
대전광역시,중구,꿈이있는어린이집,민간,폐지,34975,대전광역시 중구 문화로99번길 70 (유천동),042-585-8790,--,4,150,1,6,0,38,0,36.31576972,127.3957145,운영,,2002-10-25,,,2025-04-30
대전광역시,중구,버드내어린이집,가정,폐지,34888,"대전광역시 중구 태평로 35 213동 101호(태평동, 버드내마을아파트)",042-526-2208,042-337-9700,4,84,1,4,0,20,0,36.3207085,127.3907305,미운영,,2002-10-25,,,2025-09-16
대전광역시,유성구,또래모아어린이집,가정,폐지,305801,"대전광역시 유성구 월드컵대로275번길 15 가동 101호(구암동, 구암아파트)",042-825-3124,--,3,57,0,4,0,12,0,36.3493551,127.3308404,미운영,,2002-10-25,,,2017-03-17
대전광역시,유성구,영아놀이방,가정,폐지,305800,대전 유성구 구암동 544-51서봉빌딩1동1층 ,042-822-2982,042-822-2982,0,0,0,0,0,16,0,,,,,2002-10-25,,,2008-06-30
대전광역시,서구,한국어린이집,민간,폐지,35335,대전광역시 서구 제비네6길 86 (도마동),042-527-6147,042-535-6147,7,365,2,10,0,96,0,36.31539958,127.3764617,운영,,2002-10-09,,,2020-04-01
대전광역시,서구,사과나무어린이집,가정,정상,35372,"대전광역시 서구 관저로 83 203동 103호 (관저동, 신선마을아파트)",042-361-6035,042-361-6035,4,58,0,4,11,17,15,36.3004,127.331566,운영,https://2023apple.kidsnote.ac/,2002-10-04,,,
대전광역시,대덕구,중원어린이집,민간,정상,34389,대전광역시 대덕구 중리남로40번길 79 (중리동),042-628-9310,042-634-3542,6,239,2,8,7,80,12,36.3645250325,127.4272847831,운영,싸이클럽 중원어린이집,2002-10-01,,,
대전광역시,유성구,개구쟁이어린이집,가정,정상,34195,"대전광역시 유성구 동서대로 725 1204동 104호(원신흥동, 어울림하트아파트)",042-823-5752,042-823-5753,4,85,0,4,8,20,17,36.33418,127.341705,미운영,,2002-09-05,,,
대전광역시,서구,산토끼어린이집,가정,정상,35265,"대전광역시 서구 대덕대로 150 111동 105호 (갈마동, 큰마을아파트)",042-533-2563,042-533-2563,4,99,0,4,9,20,17,36.34507,127.37692,미운영,,2002-09-02,,,
대전광역시,중구,지혜놀이방어린이집,가정,폐지,34885,"대전광역시 중구 태평로 55 403동 14호(태평동, 삼부아파트4단지)",042-535-4088,--,4,80,0,4,0,15,0,36.32225077,127.392016,미운영,,2002-08-30,,,2017-04-14
대전광역시,서구,캥거루어린이집,가정,폐지,35297,"대전광역시 서구 가장로 107 209동 105호 (가장동, 삼성래미안아파트)",042-535-5759,042-522-5707,4,87,0,4,0,20,0,36.334853028312494,127.38539477961603,운영,https://cafe.naver.com/ikangaroo,2002-08-26,,,2023-03-01
대전광역시,서구,은세계어린이집,가정,폐지,35297,"대전광역시 서구 가장로 106 111동 104호 (가장동, 삼성래미안아파트)",042-526-2431,042-526-2436,4,138,0,5,0,20,0,36.33370312,127.3843091,운영,,2002-08-22,,,2017-03-29
대전광역시,서구,가장좋은어린이집,가정,폐지,35297,"대전광역시 서구 가장로 107 208동 101호 (가장동, 삼성래미안아파트)",042-535-7955,042-535-7945,4,110,0,4,0,20,0,36.334853028312494,127.38539477961603,운영,,2002-08-22,,,2026-04-06
대전광역시,중구,천사나라어린이집,민간,재개,34897,대전광역시 중구 유천로102번길 37 (유천동),042-535-4004,--,5,265,0,11,9,49,17,36.32215291108509,127.3982592926463,운영,,2002-07-31,,,
대전광역시,서구,아이야어린이집,가정,폐지,35297,"대전광역시 서구 가장로 106 206동 101호(가장동, 나르매2차아파트)",042-522-9017,042-523-9017,4,135,0,0,0,20,0,36.33370312,127.3843091,운영,,2002-07-26,,,2013-03-01
대전광역시,서구,구슬어린이집,가정,폐지,35297,"대전광역시 서구 가장로 106 110동 104호 (가장동, 삼성래미안아파트)",042-528-5252,042-528-5252,4,141,0,5,0,20,0,36.3299086,127.3851298,운영,http://cafe.naver.com/rntmf5252,2002-07-26,,,2024-03-01
대전광역시,서구,주안어린이집,가정,폐지,35206,"대전광역시 서구 청사로 282 3동 106호 (둔산동, 수정타운아파트)",042-369-7321,--,3,100,0,4,0,20,0,36.35911,127.39879,운영,,2002-07-10,,,2019-10-01
대전광역시,중구,한사랑어린이집,민간,폐지,34849,대전광역시 중구 동서대로 1388 (목동),042-223-7939,042-222-7939,4,91,1,5,0,28,0,36.33154468,127.4126124,운영,,2002-07-08,,,2021-03-02
대전광역시,중구,오렌지 어린이집,가정,폐지,34899,"대전광역시 중구 계백로1615번길 34 107동 101호(유천동, 현대아파트)",042-253-3412,--,4,84,0,4,0,18,0,36.32105304,127.4005863,미운영,,2002-07-03,,,2020-03-06
대전광역시,대덕구,덕암제일어린이집,법인·단체등,폐지,34333,대전광역시 대덕구 덕암로195번길 26 (덕암동),042-935-7272,042-935-7557,5,169,0,7,0,44,0,36.438332836640164,127.42155941539369,운영,,2002-06-25,,,2022-10-31
대전광역시,서구,에코비예쁜미소어린이집,가정,폐지,35228,"대전광역시 서구 둔산로 15 112동 105호 (둔산동, 향촌아파트)",042-486-5740,042-486-5740,3,79,0,4,0,19,0,36.35491504,127.4024638,미운영,,2002-06-18,,,2020-03-25
